id,judul_romaji,judul_english,format,status,episodes,durasi_menit,musim,tahun_rilis,skor_rata2,skor_mean,popularitas,favorit,trending,jumlah_genre,genre,sumber_adaptasi,studio_utama,negara_asal,tag_top5,users_current,users_planning,users_completed,users_dropped,users_paused,users_repeating,suara_10,suara_20,suara_30,suara_40,suara_50,suara_60,suara_70,suara_80,suara_90,suara_100,skor,penonton_aktif,completion_rate,drop_rate,planning_ratio,total_suara,pct_suara_90plus,log_popularitas,log_favorit,tahun_sejak_2000,era
65,Rozen Maiden: Träumend,Rozen Maiden: Dreaming,TV,FINISHED,12,24,FALL,2005,73.0,73.0,17077,203,0,4,Action|Comedy|Drama|Supernatural,MANGA,Nomad,JP,Battle Royale|Magic|Male Protagonist|Family Life|Urban Fantasy,476,3651,12326,271,353,0,33,30,76,176,530,1067,2259,2086,1106,611,73.0,13426,0.9180694175480412,0.021513058664761452,0.21379633425074662,7974,0.21532480561825934,4.232411578420846,2.3096301674258988,5,Sebelum 2015
66,Azumanga Daiou THE ANIMATION,Azumanga Daioh,TV,FINISHED,26,24,SPRING,2002,79.0,79.0,107820,4869,5,2,Comedy|Slice of Life,MANGA,J.C.STAFF,JP,Episodic|School|Primarily Female Cast|Slapstick|Surreal Comedy,10799,46191,41301,3330,6199,0,154,90,197,412,1268,2113,5967,8978,8008,5589,79.0,61629,0.6701552840383586,0.07461181689856826,0.4284084585420145,32776,0.41484622894801076,5.032699327492617,3.6875289612146345,2,Sebelum 2015
67,Basilisk: Kouga Ninpouchou,Basilisk,TV,FINISHED,24,25,SPRING,2005,71.0,71.0,33272,490,1,4,Action|Adventure|Drama|Romance,MANGA,GONZO,JP,Ninja|Seinen|Historical|Primarily Adult Cast|Martial Arts,1636,17251,12077,1275,1033,0,76,56,152,281,634,1128,2305,2260,1224,631,71.0,16021,0.753823107171837,0.09549131216297184,0.5184840105794662,8747,0.21207271064364924,4.522078907356877,2.6910814921229687,5,Sebelum 2015
68,Black Cat,Black Cat,TV,FINISHED,23,24,FALL,2005,71.0,71.0,42252,1847,0,4,Action|Adventure|Comedy|Sci-Fi,MANGA,GONZO,JP,Super Power|Assassins|Revenge|Guns|Primarily Adult Cast,1684,14303,22777,1796,1692,0,94,90,254,552,1417,2347,4422,3128,2002,1328,71.0,27949,0.8149486564814483,0.07308834900093598,0.33851651992805076,15634,0.2129973135473967,4.625847271117809,3.2667019668840878,5,Sebelum 2015
69,CLUSTER EDGE,,TV,FINISHED,25,24,FALL,2005,55.0,57.0,2259,16,0,3,Action|Fantasy|Sci-Fi,ORIGINAL,Sunrise,JP,Primarily Male Cast|Cute Boys Doing Cute Things|School|Ensemble Cast|Military,115,1312,589,159,84,0,21,15,28,56,76,95,62,67,23,13,55.0,947,0.6219640971488912,0.21256684491978609,0.580787959274015,456,0.07894736842105263,3.353916230920363,1.2304489213782739,5,Sebelum 2015
71,Full Metal Panic!,Full Metal Panic!,TV,FINISHED,24,24,WINTER,2002,72.0,72.0,94835,1372,3,4,Action|Comedy|Mecha|Sci-Fi,LIGHT_NOVEL,GONZO,JP,Military|Guns|Real Robot|Heterosexual|Male Protagonist,5582,37521,44892,3182,3658,0,151,113,334,712,2007,3809,8959,8736,3919,1762,72.0,57314,0.7832641239487734,0.06618962432915922,0.3956450677492487,30502,0.18625008196183857,4.976968648536307,3.137670537236755,2,Sebelum 2015
72,Full Metal Panic? Fumoffu,Full Metal Panic? Fumoffu,TV,FINISHED,12,24,SUMMER,2003,77.0,77.0,45047,919,2,3,Action|Comedy|Romance,LIGHT_NOVEL,Kyoto Animation,JP,Slapstick|School|Tsundere|Surreal Comedy|Parody,1350,10726,31519,666,786,0,77,39,124,233,830,1705,4767,6662,4454,2306,77.0,34321,0.9183590221730136,0.020692869349075656,0.23810686616200857,21197,0.31891305373401896,4.653665873520878,2.963787827345555,3,Sebelum 2015
73,Full Metal Panic! The Second Raid,Full Metal Panic! The Second Raid,TV,FINISHED,13,24,SUMMER,2005,77.0,77.0,41191,559,0,3,Action|Mecha|Sci-Fi,LIGHT_NOVEL,Kyoto Animation,JP,Guns|Military|Heterosexual|Nudity|Foreign,1139,10491,28569,414,578,0,57,18,88,164,709,1460,4429,6338,3538,1480,77.0,30700,0.9305863192182411,0.014284235586378221,0.25469155883566796,18281,0.2744926426344292,4.614802335515781,2.7481880270062002,5,Sebelum 2015
74,Gakuen Alice,,TV,FINISHED,26,25,FALL,2004,74.0,74.0,18090,571,2,4,Comedy|Drama|Fantasy|Supernatural,MANGA,Group TAC,JP,Super Power|Shoujo|School|Female Protagonist|Primarily Child Cast,632,6443,10023,513,479,0,38,21,77,134,418,798,1564,1428,1003,724,74.0,11647,0.8605649523482441,0.04869020501138952,0.35616362631288007,6205,0.27832393231265107,4.257438566859814,2.7573960287930244,4,Sebelum 2015
75,Soukyuu no Fafner,Fafner,TV,FINISHED,25,24,SUMMER,2004,69.0,70.0,13834,182,0,3,Drama|Mecha|Sci-Fi,ORIGINAL,Xebec,JP,Philosophy|Ensemble Cast|Post-Apocalyptic|Real Robot|Aliens,809,7704,4261,571,489,0,36,36,74,132,231,421,769,646,384,244,69.0,6130,0.6951060358890702,0.1181705298013245,0.5568888246349574,2973,0.2112344433232425,4.140947771342662,2.2624510897304293,4,Sebelum 2015
76,Mahou Shoujo Lyrical Nanoha,Magical Girl Lyrical Nanoha,TV,FINISHED,13,25,FALL,2004,71.0,71.0,28513,478,6,6,Action|Comedy|Drama|Fantasy|Mahou Shoujo|Sci-Fi,ORIGINAL,Seven Arcs,JP,Magic|Female Protagonist|Super Power|Urban Fantasy|Henshin,1241,12676,13109,738,749,0,56,43,119,250,686,1273,2596,2180,1116,665,71.0,15837,0.8277451537538675,0.053296742976818086,0.444569143899274,8984,0.1982413178984862,4.455042914079076,2.680335513414563,4,Sebelum 2015
77,Mahou Shoujo Lyrical Nanoha A's,Magical Girl Lyrical Nanoha A's,TV,FINISHED,13,25,FALL,2005,78.0,78.0,15720,401,1,5,Action|Comedy|Drama|Fantasy|Mahou Shoujo,ORIGINAL,Seven Arcs,JP,Magic|Female Protagonist|Henshin|Urban Fantasy|Primarily Female Cast,617,4323,10304,220,256,0,25,12,34,82,253,559,1429,2170,1549,924,78.0,11397,0.9040975695358427,0.02090459901178259,0.275,7037,0.3514281654113969,4.196452541703389,2.60422605308447,5,Sebelum 2015
79,SHUFFLE!,,TV,FINISHED,24,23,SUMMER,2005,65.0,65.0,46950,401,2,5,Comedy|Drama|Ecchi|Fantasy|Romance,VISUAL_NOVEL,Asread,JP,Female Harem|Primarily Female Cast|Demons|Urban Fantasy|Gods,2351,15909,24407,2564,1719,0,285,297,606,1012,2002,3057,4399,2933,1443,824,65.0,31041,0.7862826584195097,0.09506506988988173,0.33884984025559106,16858,0.1344762130739115,4.67163559660213,2.60422605308447,5,Sebelum 2015
80,Kidou Senshi Gundam,Mobile Suit Gundam,TV,FINISHED,43,25,SPRING,1979,77.0,77.0,46985,1977,1,3,Drama|Mecha|Sci-Fi,ORIGINAL,Sunrise,JP,War|Military|Real Robot|Space|Space Opera,5382,15788,21995,1276,2544,0,66,45,108,178,625,1354,3935,4921,3514,1643,77.0,31197,0.7050357406160849,0.05483219457694126,0.336022134723848,16389,0.31466227347611203,4.671959231191368,3.2962262872611605,-21,Sebelum 2015
81,Kidou Senshi Gundam: Dai 08 MS Shotai,Mobile Suit Gundam: The 08th MS Team,OVA,FINISHED,12,24,WINTER,1996,77.0,77.0,23579,737,1,5,Adventure|Drama|Mecha|Romance|Sci-Fi,ORIGINAL,Sunrise,JP,War|Military|Real Robot|Male Protagonist|Politics,1161,6510,15125,292,491,0,47,26,83,149,423,849,2207,3541,2437,968,77.0,17069,0.8861093209912707,0.018940131024194073,0.27609313372068367,10730,0.3173345759552656,4.372525382451559,2.8680563618230415,-4,Sebelum 2015
82,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,Mobile Suit Gundam 0080: War in the Pocket,OVA,FINISHED,6,27,SPRING,1989,80.0,80.0,22022,1308,0,4,Adventure|Drama|Mecha|Sci-Fi,ORIGINAL,Sunrise,JP,War|Military|Tragedy|Male Protagonist|Philosophy,582,6253,14801,160,226,0,25,16,63,95,290,663,1842,3142,2996,1475,80.0,15769,0.938613735810768,0.010694472294632712,0.28394332939787487,10607,0.42151409446591875,4.342856758301525,3.116939646550756,-11,Sebelum 2015
83,Kidou Senshi Gundam: Dai 08 MS Shotai - Miller's Report,Mobile Suit Gundam: The 08th MS Team - Miller's Report,MOVIE,FINISHED,1,51,SUMMER,1998,63.0,64.0,3927,18,0,3,Drama|Mecha|Sci-Fi,ORIGINAL,Sunrise,JP,Real Robot|Military,110,1128,2590,57,42,0,13,11,38,71,224,412,427,206,96,43,63.0,2799,0.9253304751697035,0.021533811862485833,0.2872421695951108,1541,0.09020116807268008,3.594060901270418,1.2787536009528289,-2,Sebelum 2015
84,Kidou Senshi Gundam 0083: STARDUST MEMORY,Mobile Suit Gundam 0083: Stardust Memory,OVA,FINISHED,13,30,SPRING,1991,67.0,67.0,14999,193,0,4,Adventure|Drama|Mecha|Sci-Fi,ORIGINAL,Sunrise,JP,Space|Military|Real Robot|Space Opera|Heterosexual,723,3862,9928,223,263,0,49,50,193,346,640,1189,1904,1431,671,300,67.0,11137,0.8914429379545659,0.02196827898729189,0.2574838322554837,6773,0.14336335449579213,4.176062305125079,2.287801729930226,-9,Sebelum 2015
85,Kidou Senshi Z Gundam,Mobile Suit Zeta Gundam,TV,FINISHED,50,24,SPRING,1985,78.0,78.0,27477,1839,5,3,Drama|Mecha|Sci-Fi,ORIGINAL,Sunrise,JP,Space|Military|War|Politics|Space Opera,2840,6814,16221,471,1131,0,45,46,126,214,467,942,2218,3200,3103,1698,78.0,20663,0.7850263756472923,0.028217109992810928,0.2479892273537868,12059,0.39812588108466707,4.438969313737987,3.2648178230095364,-15,Sebelum 2015
86,Kidou Senshi Gundam ZZ,Mobile Suit Gundam ZZ,TV,FINISHED,47,24,SPRING,1986,66.0,66.0,17634,406,2,3,Drama|Mecha|Sci-Fi,ORIGINAL,Sunrise,JP,War|Space Opera|Politics|Space|Ensemble Cast,1460,4595,10627,405,547,0,97,92,254,471,796,1341,1972,1454,851,355,66.0,13039,0.8150164889945548,0.03671138506163887,0.26057615969150505,7683,0.1569699336196798,4.246350836456256,2.60959440922522,-14,Sebelum 2015
87,Kidou Senshi Gundam: Gyakushuu no Char,Mobile Suit Gundam: Char's Counterattack,MOVIE,FINISHED,1,119,SPRING,1988,76.0,76.0,18047,864,0,3,Drama|Mecha|Sci-Fi,ORIGINAL,Sunrise,JP,Space|Military|Politics|War|Philosophy,364,4167,13343,81,92,0,32,44,110,234,488,881,2046,2500,2055,1085,76.0,13880,0.9613112391930836,0.006033969010727056,0.23089710201141464,9475,0.33139841688654353,4.256405018334166,2.9370161074648142,-12,Sebelum 2015
88,Kidou Senshi Gundam F91,Mobile Suit Gundam F91,MOVIE,FINISHED,1,120,SPRING,1991,63.0,63.0,11994,150,1,3,Drama|Mecha|Sci-Fi,ORIGINAL,Sunrise,JP,Military|Space|Urban|Guns|Male Protagonist,371,3187,8252,93,91,0,40,61,180,419,817,1331,1455,746,383,217,63.0,8807,0.9369819461791756,0.011144397843019772,0.26571619142904784,5649,0.10621348911311737,4.0789640445017605,2.1789769472931693,-9,Sebelum 2015
89,Kidou Senshi V Gundam,Mobile Suit Victory Gundam,TV,FINISHED,51,24,SPRING,1993,66.0,67.0,10505,233,1,3,Drama|Mecha|Sci-Fi,ORIGINAL,Sunrise,JP,Military|Real Robot|War|Coming of Age|Space,848,3944,5001,278,434,0,66,60,136,230,394,536,805,630,440,288,66.0,6561,0.7622313671696388,0.05266148891835575,0.375440266539743,3585,0.20306834030683404,4.021396056741971,2.369215857410143,-7,Sebelum 2015
90,Shin Kidou Senki Gundam Wing,Mobile Suit Gundam Wing,TV,FINISHED,49,24,SPRING,1995,71.0,71.0,31330,768,3,5,Action|Adventure|Drama|Mecha|Sci-Fi,ORIGINAL,Sunrise,JP,Politics|Space|Military|Real Robot|War,2536,8549,17767,1038,1440,0,91,86,260,448,934,1563,3057,2836,1657,984,71.0,22781,0.7799043062200957,0.05519808561552778,0.272869454197255,11916,0.22163477677072843,4.495960394881705,2.885926339801431,-5,Sebelum 2015
91,Shin Kidou Senki Gundam Wing: Endless Waltz,Mobile Suit Gundam Wing: Endless Waltz,OVA,FINISHED,3,30,WINTER,1997,72.0,73.0,9227,123,0,4,Action|Drama|Mecha|Sci-Fi,ORIGINAL,Sunrise,JP,Military|Space|Real Robot|War|Politics,315,2162,6588,90,72,0,24,25,63,91,262,487,1010,954,534,365,72.0,7065,0.932484076433121,0.013477088948787063,0.23431234420721794,3815,0.23564875491480997,3.9650605206111984,2.093421685162235,-3,Sebelum 2015
92,Kidou Shin Seiki Gundam X,After War Gundam X,TV,FINISHED,39,24,SPRING,1996,72.0,72.0,11084,254,1,4,Adventure|Drama|Mecha|Sci-Fi,ORIGINAL,Sunrise,JP,Heterosexual|Real Robot|Post-Apocalyptic|Space|Male Protagonist,1251,3978,5099,301,455,0,27,13,49,92,284,442,972,858,548,282,72.0,7106,0.7175626231353786,0.055740740740740743,0.3588957055214724,3567,0.23268853378188956,4.044696517110194,2.406540180433955,-4,Sebelum 2015
93,Kidou Senshi Gundam SEED,Mobile Suit Gundam Seed,TV,FINISHED,50,24,FALL,2002,72.0,73.0,31308,801,1,4,Action|Drama|Mecha|Sci-Fi,ORIGINAL,Sunrise,JP,Military|War|Real Robot|Space|Love Triangle,2115,8348,18843,1019,983,0,138,119,247,403,799,1431,2893,3215,2038,1189,72.0,22960,0.8206881533101046,0.05130399758332494,0.2666411140922448,12472,0.25873957665169983,4.495655325147846,2.9041743682841634,2,Sebelum 2015
94,Kidou Senshi Gundam SEED DESTINY,Mobile Suit Gundam Seed Destiny,TV,FINISHED,50,24,FALL,2004,65.0,66.0,19233,330,0,5,Action|Drama|Mecha|Romance|Sci-Fi,ORIGINAL,Sunrise,JP,Male Protagonist|Tragedy|War|Military|Real Robot,1066,3923,13287,555,402,0,208,228,329,597,848,1333,2044,1603,936,644,65.0,15310,0.8678641410842587,0.04009536194191591,0.2039723392086518,8770,0.18015963511972635,4.284047031603395,2.519827993775719,4,Sebelum 2015
95,∀ Gundam,Turn A Gundam,TV,FINISHED,50,24,SPRING,1999,80.0,80.0,21120,1424,1,5,Action|Adventure|Drama|Mecha|Sci-Fi,ORIGINAL,Sunrise,JP,Lost Civilization|War|Coming of Age|Real Robot|Ensemble Cast,1770,10591,7323,486,950,0,40,17,42,85,210,370,866,1134,1383,1239,80.0,10529,0.6955076455503847,0.0622358816749904,0.501467803030303,5386,0.486817675454883,4.324693913861775,3.153814864344529,-1,Sebelum 2015
96,Kidou Butouden G Gundam,Mobile Fighter G Gundam,TV,FINISHED,49,24,SPRING,1994,74.0,75.0,17895,794,0,5,Action|Adventure|Drama|Mecha|Romance,ORIGINAL,Sunrise,JP,Battle Royale|Martial Arts|Male Protagonist|Foreign|Revenge,1493,5274,9825,459,844,0,59,44,99,175,418,656,1597,1664,1354,818,74.0,12621,0.7784644639885905,0.04463243873978996,0.29471919530595136,6884,0.315514235909355,4.252731702726023,2.9003671286564705,-6,Sebelum 2015
97,Last Exile,Last Exile,TV,FINISHED,26,24,SPRING,2003,74.0,75.0,35079,543,0,3,Action|Adventure|Sci-Fi,ORIGINAL,GONZO,JP,Aviation|War|Post-Apocalyptic|Steampunk|Female Protagonist,1400,19474,12071,1005,1129,0,47,47,83,158,521,941,2183,2628,1472,793,74.0,15605,0.7735341236783082,0.0768583664729275,0.5551469540180735,8873,0.25526879296742927,4.545047204401184,2.73559889969818,3,Sebelum 2015
98,Mai-HiME,My-HiME,TV,FINISHED,26,23,FALL,2004,69.0,70.0,21133,253,0,7,Action|Comedy|Drama|Fantasy|Mahou Shoujo|Mecha|Romance,ORIGINAL,Sunrise,JP,Magic|School|Female Protagonist|Urban Fantasy|Ensemble Cast,915,9834,8898,786,700,0,76,52,129,240,560,984,1620,1416,743,446,69.0,11299,0.7875033188777768,0.0811648079306072,0.4653385700089907,6266,0.1897542291733163,4.324961153037354,2.404833716619938,4,Sebelum 2015
99,Mai-Otome,My-Otome,TV,FINISHED,26,24,FALL,2005,69.0,70.0,8764,104,0,3,Comedy|Drama|Fantasy,ORIGINAL,Sunrise,JP,Magic|Henshin|Female Protagonist|Kuudere|Primarily Female Cast,296,3375,4586,291,216,0,40,26,60,133,267,508,813,638,374,242,69.0,5389,0.8509927630358137,0.05966782858314538,0.38509812870835236,3101,0.1986455981941309,3.9427023688886678,2.0211892990699383,5,Sebelum 2015
100,Shin Shirayuki-hime Densetsu Pretear,Prétear: The New Legend of Snow White,TV,FINISHED,13,23,SPRING,2001,67.0,67.0,11342,167,3,5,Comedy|Drama|Fantasy|Mahou Shoujo|Romance,MANGA,Hal Film Maker,JP,Magic|Henshin|Shoujo|Family Life|Primarily Male Cast,408,5019,5266,361,288,0,35,37,90,138,413,671,884,603,330,229,67.0,6323,0.8328325162106595,0.06415496712280078,0.44251454769881854,3430,0.1629737609329446,4.05468964294998,2.225309281725863,1,Sebelum 2015
101,AIR,Air,TV,FINISHED,13,24,WINTER,2005,68.0,68.0,51620,709,3,4,Drama|Romance|Slice of Life|Supernatural,VISUAL_NOVEL,Kyoto Animation,JP,Magic|Homeless|Family Life|Rural|Cohabitation,1644,18873,28263,1584,1256,0,210,218,575,983,1995,3402,5301,4119,2473,1465,68.0,32747,0.8630714263902037,0.053070660367876166,0.36561410306082914,20741,0.18986548382430934,4.71281800020785,2.8512583487190755,5,Sebelum 2015
102,Aishiteruze Baby★★,Love You Baby,TV,FINISHED,26,25,SPRING,2004,71.0,72.0,14770,188,0,3,Comedy|Drama|Romance,MANGA,TMS Entertainment,JP,Family Life|Shoujo|Male Protagonist|Adoption|School,524,4660,8293,722,571,0,43,30,82,160,487,827,1576,1382,777,459,71.0,10110,0.8202769535113749,0.08008874098724349,0.3155044008124577,5823,0.21226172076249356,4.169380495311949,2.2764618041732443,4,Sebelum 2015
103,Akazukin Chacha,Red Riding Hood Chacha,TV,FINISHED,74,24,WINTER,1994,70.0,71.0,4441,93,0,5,Adventure|Comedy|Fantasy|Mahou Shoujo|Romance,MANGA,Studio Gallop,JP,Magic|Primarily Child Cast|Slapstick|Shoujo|Female Protagonist,270,2499,1238,200,234,0,15,15,17,29,72,107,244,194,129,101,70.0,1942,0.6374871266735325,0.13908205841446453,0.5627111011033551,923,0.24918743228602383,3.647480773173676,1.9731278535996986,-6,Sebelum 2015
104,Ayashi no Ceres,"Ceres, Celestial Legend",TV,FINISHED,24,21,SPRING,2000,65.0,66.0,9118,111,0,5,Adventure|Comedy|Drama|Horror|Romance,MANGA,Studio Pierrot,JP,Reincarnation|Shoujo|Female Protagonist|Mythology|Twins,376,4209,3753,472,308,0,51,36,79,158,285,507,604,431,246,165,65.0,4909,0.7645141576695865,0.11171597633136095,0.46161438912042113,2562,0.16042154566744732,3.9598995878659435,2.0492180226701815,0,Sebelum 2015
105,BOYS BE ...,,TV,FINISHED,13,23,SPRING,2000,59.0,59.0,4570,22,0,3,Comedy|Romance|Slice of Life,MANGA,Hal Film Maker,JP,Shounen|Ensemble Cast|Male Protagonist|Episodic|School,364,2002,1794,251,159,0,49,33,64,96,227,313,261,187,87,28,59.0,2568,0.6985981308411215,0.12273838630806846,0.43807439824945293,1345,0.08550185873605948,3.6599162000698504,1.3617278360175928,0,Sebelum 2015
106,Hana Yori Dango,Hana Yori Dango (Boys Over Flowers),TV,FINISHED,51,25,FALL,1996,71.0,72.0,13548,335,0,3,Comedy|Drama|Romance,MANGA,Toei Animation,JP,Bullying|School|Female Protagonist|Shoujo|Tsundere,666,7043,4709,628,502,0,73,42,69,116,259,426,777,613,542,436,71.0,6505,0.7239046887009992,0.11766910249203673,0.5198553291998819,3353,0.29167909334923947,4.131875187972593,2.526339277389844,-4,Sebelum 2015
107,Ou Dorobou JING,Jing: King of Bandits,TV,FINISHED,13,24,SPRING,2002,66.0,67.0,7373,76,1,4,Adventure|Comedy|Fantasy|Sci-Fi,MANGA,Studio DEEN,JP,Shounen|Episodic|Male Protagonist,327,3694,2788,333,231,0,23,40,47,85,218,346,518,346,190,138,66.0,3679,0.7578146235390052,0.10669657161166293,0.5010172250101722,1951,0.168118913377755,3.8676442339030985,1.8864907251724818,2,Sebelum 2015
108,Ou Dorobou JING in Seventh Heaven,Jing: King of Bandits - Seventh Heaven,OVA,FINISHED,3,30,WINTER,2004,65.0,67.0,2471,19,0,4,Adventure|Comedy|Fantasy|Psychological,MANGA,Studio DEEN,JP,Shounen|Male Protagonist,69,1005,1304,53,40,0,8,7,18,44,86,174,250,153,58,46,65.0,1466,0.8894952251023193,0.039056742815033164,0.4067179279643869,844,0.12322274881516587,3.3928727454020793,1.3010299956639813,4,Sebelum 2015
109,Bakuretsu Tenshi,Burst Angel,TV,FINISHED,24,23,SPRING,2004,63.0,63.0,12925,115,0,4,Adventure|Comedy|Mecha|Sci-Fi,ORIGINAL,GONZO,JP,Dystopian|Robots|Real Robot|Female Protagonist|Guns,620,5970,5061,786,488,0,57,66,131,249,490,766,869,511,268,186,63.0,6955,0.7276779295470884,0.1344279117496152,0.4618955512572534,3593,0.12635680489841358,4.11143055176598,2.0644579892269186,4,Sebelum 2015
110,Chuuka Ichiban!,Cooking Master Boy,TV,FINISHED,52,23,SPRING,1997,70.0,72.0,4522,60,0,3,Action|Adventure|Drama,MANGA,Nippon Animation,JP,Shounen|Historical|Foreign|Food,362,2021,1755,200,184,0,10,6,11,29,83,159,357,288,151,75,70.0,2501,0.70171931227509,0.10230179028132992,0.44692613887660326,1169,0.19332763045337895,3.6553305580093407,1.7853298350107671,-3,Sebelum 2015
111,Corrector Yui,Corrector Yui,TV,FINISHED,26,25,SPRING,1999,67.0,68.0,5541,112,0,4,Adventure|Comedy|Mahou Shoujo|Sci-Fi,ORIGINAL,Nippon Animation,JP,Virtual World|Magic|Female Protagonist|Primarily Female Cast|Video Games,301,2831,1937,230,242,0,19,10,40,51,140,278,310,223,148,104,67.0,2710,0.714760147601476,0.10613751730503,0.5109186067496841,1323,0.19047619047619047,3.743588150159904,2.05307844348342,-1,Sebelum 2015
112,Chou Henshin Cosprayers,The Cosmopolitan Prayers,TV_SHORT,FINISHED,8,14,WINTER,2004,38.0,37.0,2309,9,0,5,Action|Adventure|Comedy|Ecchi|Fantasy,ORIGINAL,,JP,Magic|Henshin|Female Protagonist|Primarily Female Cast|Shrine Maiden,79,1043,959,165,63,0,122,111,122,102,134,77,40,15,9,11,38.0,1266,0.7575039494470774,0.14679715302491103,0.4517106972715461,743,0.026917900403768506,3.3634239329171765,1.0,4,Sebelum 2015
113,Uchuu no Stellvia,Stellvia of the Universe,TV,FINISHED,26,23,SPRING,2003,70.0,71.0,6536,58,0,4,Action|Mecha|Romance|Sci-Fi,ORIGINAL,,JP,Space|Real Robot|School|Female Protagonist|Philosophy,294,3395,2372,254,221,0,14,15,18,50,140,267,441,360,249,110,70.0,3141,0.7551735116205031,0.09672505712109672,0.5194308445532436,1664,0.21574519230769232,3.8153120435243593,1.7708520116421442,3,Sebelum 2015
114,Sakigake!! Cromartie Koukou,Cromartie High School,TV_SHORT,FINISHED,26,12,FALL,2003,75.0,75.0,36625,785,1,1,Comedy,MANGA,Production I.G,JP,Surreal Comedy|Delinquents|School|Primarily Male Cast|Ensemble Cast,2525,17178,13209,1595,2118,0,72,68,133,237,515,1069,2355,3098,2099,1176,75.0,19447,0.6792307296755283,0.10774115104025939,0.4690238907849829,10822,0.3026242838661985,4.563777633362166,2.895422546039408,3,Sebelum 2015
115,Ijigen no Sekai El Hazard,El Hazard: The Alternative World,TV,FINISHED,13,25,WINTER,1998,64.0,66.0,2396,19,0,3,Adventure|Comedy|Fantasy,ORIGINAL,AIC,JP,Isekai|Dystopian|Military|LGBTQ+ Themes,100,1041,1112,94,49,0,15,6,16,42,85,147,178,147,69,29,64.0,1355,0.8206642066420664,0.0779436152570481,0.43447412353923204,734,0.1335149863760218,3.379486813717274,1.3010299956639813,-2,Sebelum 2015
116,Shinpi no Sekai El Hazard (TV),El Hazard: The Wanderers,TV,FINISHED,26,23,FALL,1995,67.0,68.0,4455,55,0,2,Adventure|Comedy,ORIGINAL,AIC,JP,Isekai|Male Protagonist|Ensemble Cast|Super Power|Royal Affairs,234,2266,1651,173,131,0,8,13,25,52,120,223,298,165,89,113,67.0,2189,0.7542256738236638,0.09484649122807018,0.508641975308642,1106,0.18264014466546113,3.6488477083728936,1.7481880270062005,-5,Sebelum 2015
117,Shinpi no Sekai El Hazard,El Hazard: The Magnificent World,OVA,FINISHED,7,29,SPRING,1995,69.0,70.0,5577,60,0,4,Adventure|Comedy|Fantasy|Romance,ORIGINAL,AIC,JP,Isekai|Ensemble Cast|Super Power|Kaiju|Female Harem,241,2888,2191,135,122,0,12,7,25,44,145,281,430,318,149,109,69.0,2689,0.814801041279286,0.058039552880481515,0.5178411332257487,1520,0.16973684210526316,3.746400644491561,1.7853298350107671,-5,Sebelum 2015
118,Shinpi no Sekai El Hazard 2,El Hazard 2: The Magnificent World,OVA,FINISHED,4,30,SPRING,1997,64.0,65.0,2210,17,0,3,Adventure|Comedy|Fantasy,ORIGINAL,AIC,JP,Isekai|Male Protagonist|Super Power|Mountaineering,76,817,1232,51,34,0,7,11,26,48,110,185,200,145,44,62,64.0,1393,0.8844221105527639,0.03975058456742011,0.36968325791855206,838,0.12649164677804295,3.3443922736851106,1.255272505103306,-3,Sebelum 2015
119,Final Approach,,TV_SHORT,FINISHED,13,12,FALL,2004,60.0,60.0,5733,32,0,4,Comedy|Drama|Romance|Slice of Life,VISUAL_NOVEL,,JP,Heterosexual|Orphan|Slapstick|Male Protagonist|Ojou-sama,220,1928,3215,230,140,0,42,56,136,180,355,556,525,234,160,70,60.0,3805,0.8449408672798949,0.06676342525399129,0.3362986220129077,2314,0.09939498703543648,3.758381941774675,1.5185139398778875,4,Sebelum 2015
120,Fruits Basket,Fruits Basket,TV,FINISHED,26,24,SUMMER,2001,75.0,75.0,97705,2452,2,5,Comedy|Drama|Romance|Slice of Life|Supernatural,MANGA,Studio DEEN,JP,Family Life|Mythology|Shoujo|Female Protagonist|Male Harem,4375,32871,54056,3704,2699,0,212,166,359,763,2121,3704,7921,8114,6030,4620,75.0,64834,0.8337600641638646,0.06412742382271468,0.3364310935980758,34010,0.31314319317847694,4.989916789070325,3.3896975482063856,1,Sebelum 2015
121,Hagane no Renkinjutsushi,Fullmetal Alchemist,TV,FINISHED,51,25,FALL,2003,79.0,79.0,260691,7850,7,4,Action|Adventure|Drama|Fantasy,MANGA,bones,JP,Alchemy|Philosophy|Magic|Male Protagonist|Military,14413,54894,173127,8883,9374,0,469,198,519,1115,3480,7598,22299,34514,28439,15266,79.0,205797,0.8412513301943177,0.04880501071369705,0.21057113594255267,113897,0.38372389088386877,5.4161260380045135,3.8949249773595436,3,Sebelum 2015
122,Full Moon wo Sagashite,Looking for the Full Moon,TV,FINISHED,52,24,SPRING,2002,76.0,76.0,21797,712,0,6,Comedy|Drama|Mahou Shoujo|Music|Romance|Supernatural,MANGA,Studio DEEN,JP,Female Protagonist|Afterlife|Idol|Musical Theater|Shoujo,892,10347,8828,818,912,0,41,19,75,128,344,535,1222,1382,1154,916,76.0,11450,0.7710043668122271,0.08480199046236782,0.47469835298435564,5816,0.3559147180192572,4.3383967241962615,2.8530895298518657,2,Sebelum 2015
